user_id,order_id,product_id,product_name,department_id,department,aisle_id,aisle
1424,108549,13176,Bag of Organic Bananas,4,produce,24,fresh fruits
1424,108549,21137,Organic Strawberries,4,produce,24,fresh fruits
1424,429253,40706,Organic Grape Tomatoes,4,produce,123,packaged vegetables fruits
1424,429253,27521,Organic Lacinato (Dinosaur) Kale,4,produce,83,fresh vegetables
1424,493796,26209,Limes,4,produce,24,fresh fruits
1424,493796,5876,Organic Lemon,4,produce,24,fresh fruits
1424,493796,40706,Organic Grape Tomatoes,4,produce,123,packaged vegetables fruits
1424,493796,21137,Organic Strawberries,4,produce,24,fresh fruits
1424,493796,24964,Organic Garlic,4,produce,83,fresh vegetables
1424,493796,30391,Organic Cucumber,4,produce,83,fresh vegetables
1424,493796,43122,Organic Bartlett Pear,4,produce,24,fresh fruits
1424,493796,8174,Organic Navel Orange,4,produce,24,fresh fruits
1424,493796,22935,Organic Yellow Onion,4,produce,83,fresh vegetables
1424,2939203,5876,Organic Lemon,4,produce,24,fresh fruits
1424,429253,24964,Organic Garlic,4,produce,83,fresh vegetables
1424,429253,39275,Organic Blueberries,4,produce,123,packaged vegetables fruits
1424,429253,30391,Organic Cucumber,4,produce,83,fresh vegetables
1424,429253,43122,Organic Bartlett Pear,4,produce,24,fresh fruits
1424,1289668,31506,Extra Virgin Olive Oil,13,pantry,19,oils vinegars
1424,1289668,21137,Organic Strawberries,4,produce,24,fresh fruits
1424,1289668,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,839424,21137,Organic Strawberries,4,produce,24,fresh fruits
1424,1289668,43122,Organic Bartlett Pear,4,produce,24,fresh fruits
1424,1289668,30391,Organic Cucumber,4,produce,83,fresh vegetables
1424,839424,37646,Organic Gala Apples,4,produce,24,fresh fruits
1424,839424,43122,Organic Bartlett Pear,4,produce,24,fresh fruits
1424,839424,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,839424,47626,Large Lemon,4,produce,24,fresh fruits
1424,1182502,5876,Organic Lemon,4,produce,24,fresh fruits
1424,1182502,24964,Organic Garlic,4,produce,83,fresh vegetables
1424,1385240,41950,Organic Tomato Cluster,4,produce,83,fresh vegetables
1424,1385240,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,1385240,24964,Organic Garlic,4,produce,83,fresh vegetables
1424,1182502,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,1182502,22935,Organic Yellow Onion,4,produce,83,fresh vegetables
1424,1182502,39275,Organic Blueberries,4,produce,123,packaged vegetables fruits
1424,1182502,37646,Organic Gala Apples,4,produce,24,fresh fruits
1424,1182502,48679,Organic Garnet Sweet Potato (Yam),4,produce,83,fresh vegetables
1424,1385240,21137,Organic Strawberries,4,produce,24,fresh fruits
1424,1385240,43122,Organic Bartlett Pear,4,produce,24,fresh fruits
1424,1385240,45007,Organic Zucchini,4,produce,83,fresh vegetables
1424,1385240,40706,Organic Grape Tomatoes,4,produce,123,packaged vegetables fruits
1424,1951732,43122,Organic Bartlett Pear,4,produce,24,fresh fruits
1424,1951732,21137,Organic Strawberries,4,produce,24,fresh fruits
1424,1951732,45007,Organic Zucchini,4,produce,83,fresh vegetables
1424,1951732,31506,Extra Virgin Olive Oil,13,pantry,19,oils vinegars
1424,1951732,39275,Organic Blueberries,4,produce,123,packaged vegetables fruits
1424,1951732,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,1951732,24964,Organic Garlic,4,produce,83,fresh vegetables
1424,1951732,30391,Organic Cucumber,4,produce,83,fresh vegetables
1424,1951732,5876,Organic Lemon,4,produce,24,fresh fruits
1424,1951732,8174,Organic Navel Orange,4,produce,24,fresh fruits
1424,619295,45007,Organic Zucchini,4,produce,83,fresh vegetables
1424,619295,21137,Organic Strawberries,4,produce,24,fresh fruits
1424,619295,5876,Organic Lemon,4,produce,24,fresh fruits
1424,619295,24964,Organic Garlic,4,produce,83,fresh vegetables
1424,619295,37646,Organic Gala Apples,4,produce,24,fresh fruits
1424,619295,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,920958,39275,Organic Blueberries,4,produce,123,packaged vegetables fruits
1424,920958,8174,Organic Navel Orange,4,produce,24,fresh fruits
1424,920958,22935,Organic Yellow Onion,4,produce,83,fresh vegetables
1424,920958,21137,Organic Strawberries,4,produce,24,fresh fruits
1424,1363325,13176,Bag of Organic Bananas,4,produce,24,fresh fruits
1424,1363325,31506,Extra Virgin Olive Oil,13,pantry,19,oils vinegars
1424,1363325,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,1363325,8277,Apple Honeycrisp Organic,4,produce,24,fresh fruits
1424,1995386,5876,Organic Lemon,4,produce,24,fresh fruits
1424,1995386,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,1995386,43122,Organic Bartlett Pear,4,produce,24,fresh fruits
1424,1995386,45007,Organic Zucchini,4,produce,83,fresh vegetables
1424,1995386,31506,Extra Virgin Olive Oil,13,pantry,19,oils vinegars
1424,1995386,21137,Organic Strawberries,4,produce,24,fresh fruits
1424,1995386,24964,Organic Garlic,4,produce,83,fresh vegetables
1424,1270551,24964,Organic Garlic,4,produce,83,fresh vegetables
1424,1270551,21137,Organic Strawberries,4,produce,24,fresh fruits
1424,1270551,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,1270551,8174,Organic Navel Orange,4,produce,24,fresh fruits
1424,1270551,3957,100% Raw Coconut Water,7,beverages,31,refrigerated
1424,1270551,5876,Organic Lemon,4,produce,24,fresh fruits
1424,1412590,8174,Organic Navel Orange,4,produce,24,fresh fruits
1424,1412590,43122,Organic Bartlett Pear,4,produce,24,fresh fruits
1424,1412590,45007,Organic Zucchini,4,produce,83,fresh vegetables
1424,1155659,22935,Organic Yellow Onion,4,produce,83,fresh vegetables
1424,1412590,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,1412590,13176,Bag of Organic Bananas,4,produce,24,fresh fruits
1424,1412590,5876,Organic Lemon,4,produce,24,fresh fruits
1424,1412590,8277,Apple Honeycrisp Organic,4,produce,24,fresh fruits
1424,1155659,24964,Organic Garlic,4,produce,83,fresh vegetables
1424,1155659,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,2022958,8277,Apple Honeycrisp Organic,4,produce,24,fresh fruits
1424,2022958,24964,Organic Garlic,4,produce,83,fresh vegetables
1424,2022958,21137,Organic Strawberries,4,produce,24,fresh fruits
1424,2022958,45007,Organic Zucchini,4,produce,83,fresh vegetables
1424,2022958,8174,Organic Navel Orange,4,produce,24,fresh fruits
1424,2022958,31506,Extra Virgin Olive Oil,13,pantry,19,oils vinegars
1424,2022958,27344,Uncured Genoa Salami,20,deli,96,lunch meat
1424,285518,26940,Organic Large Green Asparagus,4,produce,83,fresh vegetables
1424,285518,43122,Organic Bartlett Pear,4,produce,24,fresh fruits
1424,285518,40706,Organic Grape Tomatoes,4,produce,123,packaged vegetables fruits
1424,285518,39275,Organic Blueberries,4,produce,123,packaged vegetables fruits
1424,285518,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,285518,24964,Organic Garlic,4,produce,83,fresh vegetables
1424,285518,22935,Organic Yellow Onion,4,produce,83,fresh vegetables
1424,2376275,39275,Organic Blueberries,4,produce,123,packaged vegetables fruits
1424,2376275,45007,Organic Zucchini,4,produce,83,fresh vegetables
1424,2376275,31717,Organic Cilantro,4,produce,16,fresh herbs
1424,2376275,22935,Organic Yellow Onion,4,produce,83,fresh vegetables
1424,2376275,24964,Organic Garlic,4,produce,83,fresh vegetables
1424,2376275,5876,Organic Lemon,4,produce,24,fresh fruits
1424,2376275,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,3232248,48679,Organic Garnet Sweet Potato (Yam),4,produce,83,fresh vegetables
1424,3232248,45007,Organic Zucchini,4,produce,83,fresh vegetables
1424,3232248,22935,Organic Yellow Onion,4,produce,83,fresh vegetables
1424,3232248,26209,Limes,4,produce,24,fresh fruits
1424,3232248,44359,Organic Small Bunch Celery,4,produce,83,fresh vegetables
1424,3232248,24964,Organic Garlic,4,produce,83,fresh vegetables
1424,3232248,43122,Organic Bartlett Pear,4,produce,24,fresh fruits
1424,3232248,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,3232248,21137,Organic Strawberries,4,produce,24,fresh fruits
1424,800126,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,2766758,27344,Uncured Genoa Salami,20,deli,96,lunch meat
1424,2766758,8174,Organic Navel Orange,4,produce,24,fresh fruits
1424,2353303,22935,Organic Yellow Onion,4,produce,83,fresh vegetables
1424,2353303,43122,Organic Bartlett Pear,4,produce,24,fresh fruits
1424,2353303,21137,Organic Strawberries,4,produce,24,fresh fruits
1424,2353303,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,2353303,24964,Organic Garlic,4,produce,83,fresh vegetables
1424,2353303,44359,Organic Small Bunch Celery,4,produce,83,fresh vegetables
1424,2353303,26940,Organic Large Green Asparagus,4,produce,83,fresh vegetables
1424,3410672,30391,Organic Cucumber,4,produce,83,fresh vegetables
1424,3410672,10749,Organic Red Bell Pepper,4,produce,83,fresh vegetables
1424,3410672,5876,Organic Lemon,4,produce,24,fresh fruits
1424,2353303,48679,Organic Garnet Sweet Potato (Yam),4,produce,83,fresh vegetables
1424,2353303,5876,Organic Lemon,4,produce,24,fresh fruits
1424,3410672,24964,Organic Garlic,4,produce,83,fresh vegetables
1424,3410672,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,3410672,21137,Organic Strawberries,4,produce,24,fresh fruits
1424,3410672,43122,Organic Bartlett Pear,4,produce,24,fresh fruits
1424,3410672,22935,Organic Yellow Onion,4,produce,83,fresh vegetables
1424,1623489,13176,Bag of Organic Bananas,4,produce,24,fresh fruits
1424,1623489,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,1623489,27344,Uncured Genoa Salami,20,deli,96,lunch meat
1424,1993649,40706,Organic Grape Tomatoes,4,produce,123,packaged vegetables fruits
1424,1993649,43122,Organic Bartlett Pear,4,produce,24,fresh fruits
1424,1993649,30391,Organic Cucumber,4,produce,83,fresh vegetables
1424,1993649,24964,Organic Garlic,4,produce,83,fresh vegetables
1424,1993649,26209,Limes,4,produce,24,fresh fruits
1424,1993649,45007,Organic Zucchini,4,produce,83,fresh vegetables
1424,1993649,8174,Organic Navel Orange,4,produce,24,fresh fruits
1424,1993649,22935,Organic Yellow Onion,4,produce,83,fresh vegetables
1424,1993649,21137,Organic Strawberries,4,produce,24,fresh fruits
1424,1100609,26940,Organic Large Green Asparagus,4,produce,83,fresh vegetables
1424,1100609,24964,Organic Garlic,4,produce,83,fresh vegetables
1424,1100609,22935,Organic Yellow Onion,4,produce,83,fresh vegetables
1424,1100609,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,1155659,5876,Organic Lemon,4,produce,24,fresh fruits
1424,1100609,48679,Organic Garnet Sweet Potato (Yam),4,produce,83,fresh vegetables
1424,1100609,5876,Organic Lemon,4,produce,24,fresh fruits
1424,1100609,16797,Strawberries,4,produce,24,fresh fruits
1424,2022958,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,2022958,13176,Bag of Organic Bananas,4,produce,24,fresh fruits
1424,38817,5876,Organic Lemon,4,produce,24,fresh fruits
1424,38817,45007,Organic Zucchini,4,produce,83,fresh vegetables
1424,38817,40706,Organic Grape Tomatoes,4,produce,123,packaged vegetables fruits
1424,38817,30391,Organic Cucumber,4,produce,83,fresh vegetables
1424,38817,37646,Organic Gala Apples,4,produce,24,fresh fruits
1424,38817,43122,Organic Bartlett Pear,4,produce,24,fresh fruits
1424,38817,24964,Organic Garlic,4,produce,83,fresh vegetables
1424,38817,22935,Organic Yellow Onion,4,produce,83,fresh vegetables
1424,38817,21137,Organic Strawberries,4,produce,24,fresh fruits
1424,38817,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,38817,10749,Organic Red Bell Pepper,4,produce,83,fresh vegetables
1424,418742,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,418742,5876,Organic Lemon,4,produce,24,fresh fruits
1424,418742,31506,Extra Virgin Olive Oil,13,pantry,19,oils vinegars
1424,267464,48679,Organic Garnet Sweet Potato (Yam),4,produce,83,fresh vegetables
1424,267464,45007,Organic Zucchini,4,produce,83,fresh vegetables
1424,418742,8277,Apple Honeycrisp Organic,4,produce,24,fresh fruits
1424,418742,39275,Organic Blueberries,4,produce,123,packaged vegetables fruits
1424,418742,24964,Organic Garlic,4,produce,83,fresh vegetables
1424,50265,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,50265,30391,Organic Cucumber,4,produce,83,fresh vegetables
1424,50265,45007,Organic Zucchini,4,produce,83,fresh vegetables
1424,50265,21137,Organic Strawberries,4,produce,24,fresh fruits
1424,50265,5876,Organic Lemon,4,produce,24,fresh fruits
1424,50265,22935,Organic Yellow Onion,4,produce,83,fresh vegetables
1424,50265,43122,Organic Bartlett Pear,4,produce,24,fresh fruits
1424,1046369,31717,Organic Cilantro,4,produce,16,fresh herbs
1424,2155033,45007,Organic Zucchini,4,produce,83,fresh vegetables
1424,1046369,27344,Uncured Genoa Salami,20,deli,96,lunch meat
1424,1046369,21137,Organic Strawberries,4,produce,24,fresh fruits
1424,2155033,5876,Organic Lemon,4,produce,24,fresh fruits
1424,2155033,24964,Organic Garlic,4,produce,83,fresh vegetables
1424,2155033,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,2155033,8277,Apple Honeycrisp Organic,4,produce,24,fresh fruits
1424,1376257,3957,100% Raw Coconut Water,7,beverages,31,refrigerated
1424,1376257,13176,Bag of Organic Bananas,4,produce,24,fresh fruits
1424,1376257,8277,Apple Honeycrisp Organic,4,produce,24,fresh fruits
1424,1376257,8174,Organic Navel Orange,4,produce,24,fresh fruits
1424,3397160,8277,Apple Honeycrisp Organic,4,produce,24,fresh fruits
1424,3397160,21137,Organic Strawberries,4,produce,24,fresh fruits
1424,3397160,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,3397160,13176,Bag of Organic Bananas,4,produce,24,fresh fruits
1424,3397160,27344,Uncured Genoa Salami,20,deli,96,lunch meat
1424,102461,24964,Organic Garlic,4,produce,83,fresh vegetables
1424,102461,5876,Organic Lemon,4,produce,24,fresh fruits
1424,102461,26209,Limes,4,produce,24,fresh fruits
1424,102461,22935,Organic Yellow Onion,4,produce,83,fresh vegetables
1424,2920450,37646,Organic Gala Apples,4,produce,24,fresh fruits
1424,2920450,21137,Organic Strawberries,4,produce,24,fresh fruits
1424,120752,8277,Apple Honeycrisp Organic,4,produce,24,fresh fruits
1424,120752,8174,Organic Navel Orange,4,produce,24,fresh fruits
1424,120752,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,120752,26940,Organic Large Green Asparagus,4,produce,83,fresh vegetables
1424,120752,31717,Organic Cilantro,4,produce,16,fresh herbs
1424,120752,45007,Organic Zucchini,4,produce,83,fresh vegetables
1424,120752,21137,Organic Strawberries,4,produce,24,fresh fruits
1424,120752,13176,Bag of Organic Bananas,4,produce,24,fresh fruits
1424,1406943,21137,Organic Strawberries,4,produce,24,fresh fruits
1424,1406943,48679,Organic Garnet Sweet Potato (Yam),4,produce,83,fresh vegetables
1424,3002211,26209,Limes,4,produce,24,fresh fruits
1424,3002211,5876,Organic Lemon,4,produce,24,fresh fruits
1424,3002211,31717,Organic Cilantro,4,produce,16,fresh herbs
1424,3002211,39275,Organic Blueberries,4,produce,123,packaged vegetables fruits
1424,3002211,22935,Organic Yellow Onion,4,produce,83,fresh vegetables
1424,3002211,24964,Organic Garlic,4,produce,83,fresh vegetables
1424,3002211,21137,Organic Strawberries,4,produce,24,fresh fruits
1424,3002211,8174,Organic Navel Orange,4,produce,24,fresh fruits
1424,3002211,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,3002211,13176,Bag of Organic Bananas,4,produce,24,fresh fruits
1424,1935698,5876,Organic Lemon,4,produce,24,fresh fruits
1424,1935698,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,1935698,21137,Organic Strawberries,4,produce,24,fresh fruits
1424,1935698,26209,Limes,4,produce,24,fresh fruits
1424,1935698,48679,Organic Garnet Sweet Potato (Yam),4,produce,83,fresh vegetables
1424,1935698,24964,Organic Garlic,4,produce,83,fresh vegetables
1424,1805550,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,1805550,13176,Bag of Organic Bananas,4,produce,24,fresh fruits
1424,929187,8277,Apple Honeycrisp Organic,4,produce,24,fresh fruits
1424,929187,30391,Organic Cucumber,4,produce,83,fresh vegetables
1424,929187,8174,Organic Navel Orange,4,produce,24,fresh fruits
1424,929187,5876,Organic Lemon,4,produce,24,fresh fruits
1424,929187,24964,Organic Garlic,4,produce,83,fresh vegetables
1424,929187,27344,Uncured Genoa Salami,20,deli,96,lunch meat
1424,929187,21137,Organic Strawberries,4,produce,24,fresh fruits
1424,929187,13176,Bag of Organic Bananas,4,produce,24,fresh fruits
1424,929187,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,1349517,30391,Organic Cucumber,4,produce,83,fresh vegetables
1424,1349517,45007,Organic Zucchini,4,produce,83,fresh vegetables
1424,1349517,24964,Organic Garlic,4,produce,83,fresh vegetables
1424,1349517,8174,Organic Navel Orange,4,produce,24,fresh fruits
1424,1349517,8277,Apple Honeycrisp Organic,4,produce,24,fresh fruits
1424,1349517,13176,Bag of Organic Bananas,4,produce,24,fresh fruits
1424,1349517,27344,Uncured Genoa Salami,20,deli,96,lunch meat
1424,1349517,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,1349517,21137,Organic Strawberries,4,produce,24,fresh fruits
1424,1683483,45007,Organic Zucchini,4,produce,83,fresh vegetables
1424,1683483,24964,Organic Garlic,4,produce,83,fresh vegetables
1424,1683483,43122,Organic Bartlett Pear,4,produce,24,fresh fruits
1424,1683483,22935,Organic Yellow Onion,4,produce,83,fresh vegetables
1424,1683483,10749,Organic Red Bell Pepper,4,produce,83,fresh vegetables
1424,1683483,47209,Organic Hass Avocado,4,produce,24,fresh fruits
1424,1683483,21137,Organic Strawberries,4,produce,24,fresh fruits
1563,1109649,49044,"Organic Pears, Peas and Broccoli Puree Stage 1",18,babies,92,baby food formula
1563,1109649,27966,Organic Raspberries,4,produce,123,packaged vegetables fruits
1563,1109649,7781,Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,16,dairy eggs,21,packaged cheese
1563,1109649,47626,Large Lemon,4,produce,24,fresh fruits
1563,1109649,39928,Organic Kiwi,4,produce,24,fresh fruits
1563,1109649,24852,Banana,4,produce,24,fresh fruits
1563,1109649,19057,Organic Large Extra Fancy Fuji Apple,4,produce,24,fresh fruits
1563,943418,19057,Organic Large Extra Fancy Fuji Apple,4,produce,24,fresh fruits
1563,943418,47766,Organic Avocado,4,produce,24,fresh fruits
1563,943418,48679,Organic Garnet Sweet Potato (Yam),4,produce,83,fresh vegetables
1563,943418,45007,Organic Zucchini,4,produce,83,fresh vegetables
1563,943418,44632,Sparkling Water Grapefruit,7,beverages,115,water seltzer sparkling water
1563,943418,49044,"Organic Pears, Peas and Broccoli Puree Stage 1",18,babies,92,baby food formula
1563,943418,24852,Banana,4,produce,24,fresh fruits
1563,943418,21137,Organic Strawberries,4,produce,24,fresh fruits
1563,2919428,42508,Gluten Free Plain Bagels,3,bakery,93,breakfast bakery
1563,2919428,21267,Sourdough Bread,3,bakery,112,bread
1563,122400,21267,Sourdough Bread,3,bakery,112,bread
1563,3241068,26209,Limes,4,produce,24,fresh fruits
1563,3241068,40706,Organic Grape Tomatoes,4,produce,123,packaged vegetables fruits
1563,3241068,22935,Organic Yellow Onion,4,produce,83,fresh vegetables
1563,3241068,24852,Banana,4,produce,24,fresh fruits
1563,3241068,21903,Organic Baby Spinach,4,produce,123,packaged vegetables fruits
1563,3241068,43961,Organic Peeled Whole Baby Carrots,4,produce,123,packaged vegetables fruits
1563,3241068,7781,Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,16,dairy eggs,21,packaged cheese
1563,3241068,28204,Organic Fuji Apple,4,produce,24,fresh fruits
1563,3241068,45007,Organic Zucchini,4,produce,83,fresh vegetables
1563,3241068,44632,Sparkling Water Grapefruit,7,beverages,115,water seltzer sparkling water
1563,1908375,48679,Organic Garnet Sweet Potato (Yam),4,produce,83,fresh vegetables
1563,1908375,35951,Organic Unsweetened Almond Milk,16,dairy eggs,91,soy lactosefree
1563,1367131,39275,Organic Blueberries,4,produce,123,packaged vegetables fruits
